Date,Close,High,Low,Open,Volume,Return,MA50,MA20,Volatility,Momentum,Regime,MA_Diff,Strategy_Return,Market_Cumulative,Strategy_Cumulative,RSI,MACD,MACD_Signal,Signal,Position,Cumulative_Strategy,Cumulative_Market
2024-03-13,170.10269165039062,172.1503228051375,169.73490248954016,171.73284593382695,52488700,-0.012122574658724461,182.53955993652343,176.82658004760742,0.010530818125761085,-10.228225708007812,Bear,-5.71297988891601,,0.9878774253412755,1.0,,0.0,0.0,0,,,0.9878774253412755
2024-03-14,171.96145629882812,173.26358975503445,171.0171623179081,171.87200022180366,72913500,0.01092730885327664,182.29298065185546,176.2724266052246,0.010893195431300412,-7.7034912109375,Bear,-6.020554046630849,0.0,0.9986722670771594,1.0,,0.14827752181267329,0.029655504362534658,0,0.0,1.0,0.9986722670771594
2024-03-15,171.58372497558594,171.58372497558594,169.2677105816515,170.14243263043366,121664700,-0.002196604584377204,182.06644470214843,175.71379852294922,0.010888113537163313,-6.9977569580078125,Bear,-6.352646179199212,-0.0,0.9964785789970073,1.0,,0.23262718380826186,0.0702498402516801,0,0.0,1.0,0.9964785789970073
2024-03-18,172.67715454101562,176.6432079045962,172.4783581807999,174.51605499918875,75604200,0.0063725715570359664,181.90823699951173,175.28687744140626,0.011077233151749619,-1.3717041015625,Bear,-6.621359558105468,0.0,1.0028287100467193,1.0,,0.3832872298071095,0.132857318162766,0,0.0,1.0,1.0028287100467193
2024-03-19,175.02296447753906,175.54978158656556,171.99127109820583,173.29340452493878,55215200,0.013584946675538667,181.81143951416016,175.01452255249023,0.011534065717540226,5.924224853515625,Bear,-6.796916961669922,0.0,1.0164520845974032,1.0,,0.684087919132196,0.24310343835665202,0,0.0,1.0,1.0164520845974032
2024-03-20,177.59742736816406,177.59742736816406,174.0389165846836,174.66513949599232,53423100,0.01470928628314594,181.67916778564452,174.8331184387207,0.012048108031209464,9.49267578125,Bear,-6.84604934692382,0.0,1.0314033693028468,1.0,,1.1173323602300798,0.4179492227313376,0,0.0,1.0,1.0314033693028468
2024-03-21,170.3412628173828,176.4245348346718,169.8144456152503,175.98717372334877,106181300,-0.04085737422163793,181.41011169433594,174.1870216369629,0.014825295834819775,2.3557891845703125,Bear,-7.223090057373042,-0.0,0.9892629358697822,1.0,,0.8651964184612098,0.5073986618773121,0,0.0,1.0,0.9892629358697822
2024-03-22,171.24578857421875,172.0111704512642,169.0391141931604,170.7289059277682,71106600,0.005310080140744633,181.13829895019532,173.67809524536133,0.014598267069407566,1.5406951904296875,Bear,-7.460203704833987,0.0,0.9945160013395191,1.0,,0.7299501265270578,0.5519089548072613,0,0.0,1.0,0.9945160013395191
2024-03-25,169.82437133789062,170.90782428626645,168.43276661931924,169.54605342761408,54288300,-0.008300450762396827,180.849970703125,173.16568984985352,0.014562079101652232,-1.888580322265625,Bear,-7.684280853271474,-0.0,0.9862610702379847,1.0,,0.5022800028655752,0.5419831644189241,0,0.0,1.0,0.9862610702379847
2024-03-26,168.69122314453125,170.39094937582044,168.5619986920605,168.97947557636294,57388400,-0.006672471003027036,180.53242736816406,172.5235679626465,0.01455126880802697,-3.4988555908203125,Bear,-8.008859405517569,-0.0,0.9796802718454073,1.0,,0.22778839764501413,0.4791442110641422,0,0.0,1.0,0.9796802718454073
