Date,Close,High,Low,Open,Volume,Return,MA50,MA20,Volatility,Momentum,Regime,MA_Diff,Strategy_Return,Market_Cumulative,Strategy_Cumulative,RSI,MACD,MACD_Signal,Signal,Position,Cumulative_Strategy,Cumulative_Market
2024-03-13,50.20064926147461,50.52362996273518,49.32398283204869,49.370122429339396,23631060,0.025447699303596583,55.7217984008789,51.28725452423096,0.03549887042178063,-1.7071914672851562,Bear,-4.434543876647943,,1.0254476993035966,1.0,,0.0,0.0,0,,,1.0254476993035966
2024-03-14,50.56977081298828,51.5848595796627,49.60082516497347,49.7853870789348,37473060,0.007352923855447946,55.428345947265626,51.18343868255615,0.03376083349161848,-0.13842391967773438,Bear,-4.244907264709475,0.0,1.0329877381543202,1.0,,0.029445593852940988,0.005889118770588198,0,0.0,1.0,1.0329877381543202
2024-03-15,52.41538619995117,52.87678925368353,51.4464404911584,51.677142018024576,31337960,0.036496415888221945,55.13027976989746,51.19035968780518,0.03407094423331787,4.0142059326171875,Bear,-3.9399200820922857,0.0,1.070688088253434,1.0,,0.19940851912105728,0.04459299884068202,0,0.0,1.0,1.070688088253434
2024-03-18,50.98503875732422,51.077317962369236,49.69310876533781,50.52363569164707,28592180,-0.027288694147374004,54.780536575317385,51.05193901062012,0.034573746042443294,1.984039306640625,Bear,-3.7285975646972673,-0.0,1.0414704084858495,1.0,,0.2161961031059363,0.07891361969373288,0,0.0,1.0,1.0414704084858495
2024-03-19,50.615909576416016,52.46152164513092,50.47749078339779,51.72327752169009,29390760,-0.007239950971993259,54.42710174560547,50.83277225494385,0.03395456168391882,-1.0150909423828125,Bear,-3.5943294906616217,-0.0,1.0339302137896302,1.0,,0.19743879290077615,0.10261865433514153,0,0.0,1.0,1.0339302137896302
2024-03-20,48.12433624267578,50.062227512488285,47.98591392902103,49.50854529832062,33419640,-0.049225102435009105,54.10781082153321,50.454421806335446,0.0349008544218719,-2.5377197265625,Bear,-3.65338901519776,-0.0,0.9830348931051848,1.0,,-0.018265106879134407,0.07844190209228635,0,0.0,1.0,0.9830348931051848
2024-03-21,47.524513244628906,47.57065284470474,46.37100564160393,46.5555675621331,27906100,-0.012464026413209317,53.78298324584961,50.28831672668457,0.034670248550885775,-0.9689483642578125,Bear,-3.494666519165037,-0.0,0.9707823202324154,1.0,,-0.23490486744115913,0.015772548185597257,0,0.0,1.0,0.9707823202324154
2024-03-22,47.43223190307617,47.985914119440984,47.01696848068972,47.709073011258575,20472800,-0.001941763002973329,53.482148513793945,50.09452743530274,0.029421860171035805,-3.1375389099121094,Bear,-3.3876210784912075,-0.0,0.9688972910390475,1.0,,-0.4093213695729858,-0.06924623536611936,0,0.0,1.0,0.9688972910390475
2024-03-25,47.93977737426758,48.631881946022474,47.4322347256925,48.308897700401324,16915680,0.010700434089387478,53.19607872009277,49.91919460296631,0.029457044352010957,-3.2298202514648438,Bear,-3.276884117126464,0.0,0.979264912641197,1.0,,-0.5008198864236917,-0.15556096557763383,0,0.0,1.0,0.979264912641197
2024-03-26,48.35503387451172,48.49345265684144,47.15538330630187,47.47836750552198,17662260,0.008662044819320203,52.92015968322754,49.78308048248291,0.029541477105637717,-0.5998268127441406,Bear,-3.1370792007446298,0.0,0.9877473492044827,1.0,,-0.5336735348037891,-0.23118347942286488,0,0.0,1.0,0.9877473492044827
2024-03-27,47.98591613769531,49.00100141713315,47.43223389804301,47.52451309790978,20612480,-0.007633491432853079,52.63501266479492,49.58698425292969,0.029545252344676223,-2.214733123779297,Bear,-3.048028411865232,-0.0,0.980207388276507,1.0,,-0.5827771125706604,-0.301502206052424,0,0.0,1.0,0.980207388276507
2024-03-28,48.35503387451172,48.44731306273153,47.801348184516705,48.03204967529162,15022040,0.007692209850849174,52.336023483276364,49.469326210021975,0.02933086290303599,-2.2147369384765625,Bear,-2.8666972732543883,0.0,0.9877473492044827,1.0,,-0.5851619524702301,-0.35823415533598524,0,0.0,1.0,0.9877473492044827
2024-04-01,48.03205108642578,48.67801598361842,47.20152780737138,48.07819068189122,21597280,-0.006679403615435842,52.083174514770505,49.450869750976565,0.028983530555503633,-4.383335113525391,Bear,-2.6323047637939396,-0.0,0.9811497859890691,1.0,,-0.6061269132363449,-0.4078127069160572,0,0.0,1.0,0.9811497859890691
2024-04-02,49.2778434753418,50.29292870159567,49.185560760084215,49.69310337321115,22706560,0.025936689371736765,51.926297454833986,49.46471195220947,0.02781352853766889,-1.7071952819824219,Bear,-2.4615855026245157,0.0,1.0065975632154136,1.0,45.57522059146314,-0.516265573259389,-0.4295032801847236,0,0.0,1.0,1.0065975632154136
2024-04-03,49.000999450683594,50.0622278076927,48.35503803708746,50.0622278076927,22556520,-0.0056180223226840464,51.7675747680664,49.33321189880371,0.02772947519593466,-1.6149101257324219,Bear,-2.434362869262692,-0.0,1.00094247563531,1.0,44.39654143264058,-0.46206244477997416,-0.4360151131037738,0,0.0,1.0,1.00094247563531
2024-04-04,51.30801773071289,51.40030045281031,47.43223492849481,47.6629364533995,30975040,0.04708104540502611,51.66883445739746,49.36550998687744,0.027126680192746448,3.1836814880371094,Bear,-2.3033244705200175,0.0,1.0480678937785153,1.0,52.919715847937674,-0.23029429107120336,-0.3948709486972597,0,0.0,1.0,1.0480678937785153
2024-04-05,49.554683685302734,51.16959421076272,48.58573807407186,50.846609993535374,38227340,-0.03417271067871741,51.55348358154297,49.418571090698244,0.027859500629467664,2.030170440673828,Bear,-2.1349124908447266,-0.0,1.0122525728727694,1.0,38.60292709615648,-0.18595222223157037,-0.35308720340412186,0,0.0,1.0,1.0122525728727694
2024-04-08,49.554683685302734,50.01608669257702,48.862579174391314,49.23169946807539,18132520,0.0,51.439978408813474,49.36781673431396,0.026136007896108846,2.1224517822265625,Bear,-2.0721616744995117,0.0,1.0122525728727694,1.0,43.5684408161529,-0.14909217146283282,-0.3122881970158641,0,0.0,1.0,1.0122525728727694
2024-04-09,48.95486068725586,50.615910888099336,48.63187997495115,48.77029877155641,25957620,-0.012104264490033989,51.29417495727539,49.257079887390134,0.02447503353770841,1.0150833129882812,Bear,-2.037095069885254,-0.0,1.0,1.0,42.68293256724657,-0.16636328627213004,-0.28310321486711726,0,0.0,1.0,1.0
2024-04-10,50.292930603027344,50.98503515261029,50.01608948723932,50.80047323534301,35770100,0.027332728496964442,51.208353958129884,49.323983383178714,0.02511419942362598,1.937896728515625,Bear,-1.8843705749511699,0.0,1.0273327284969644,1.0,60.63348551710309,-0.07125828851106064,-0.24073422959590593,0,0.0,1.0,1.0273327284969644
2024-04-11,47.98591613769531,50.52363285651574,47.66293541793578,49.73924909697067,32035920,-0.045871545715674866,51.05424537658691,49.213246726989745,0.02533997255222139,0.0,Bear,-1.840998649597168,-0.0,0.980207388276507,1.0,51.9379839993027,-0.17996910757361917,-0.2285812051914486,0,0.0,1.0,0.980207388276507
2024-04-12,50.24679183959961,50.75433448035802,49.00100151749168,49.37012535816644,35215580,0.047115401431885306,50.879835052490236,49.19709777832031,0.02685157125635318,1.8917579650878906,Bear,-1.6827372741699236,0.0,1.0263902528616544,1.0,60.000005421379434,-0.08273571486304121,-0.19941210712576712,0,0.0,1.0,1.0263902528616544
2024-04-15,52.784507751464844,53.107488466916436,48.95486116423481,49.00100076355279,40208360,0.05050503363411263,50.79678253173828,49.215553855896,0.028978218570567028,4.7524566650390625,Bear,-1.5812286758422829,0.0,1.0782281271041576,1.0,65.04297851725596,0.19682602698051,-0.12016448030451171,0,0.0,1.0,1.0782281271041576
2024-04-16,52.784507751464844,53.33818998373208,51.81556208488429,52.92292654941876,36449200,0.0,50.77094398498535,49.30552730560303,0.027908402594541536,3.506664276123047,Bear,-1.4654166793823222,0.0,1.0782281271041576,1.0,64.11765964617582,0.41361285005474,-0.01340901423266136,0,0.0,1.0,1.0782281271041576
2024-04-17,54.72239685058594,55.137660267946146,52.092401074347386,52.092401074347386,33772320,0.036713217223614425,50.77832633972168,49.51085166931152,0.02819182179024725,5.721397399902344,Bear,-1.2674746704101594,0.0,1.1178133505511434,1.0,69.51870180087813,0.7333359831618154,0.135939985246234,0,0.0,1.0,1.1178133505511434
2024-04-18,55.69134521484375,56.01432945321,53.938015784583634,54.63012034079242,34531180,0.01770661411091745,50.79770530700684,49.88920211791992,0.02823106270709309,4.383327484130859,Bear,-0.9085031890869146,0.0,1.1376060401973842,1.0,70.54263218116765,1.0527692363556014,0.3193058354681075,0,0.0,1.0,1.1376060401973842
2024-04-19,59.24414825439453,59.936252822976016,56.10660965562732,56.29117157796089,43982380,0.0637945272437741,50.920438537597654,50.4751838684082,0.02816171964274961,9.689464569091797,Sideways,-0.44525466918945256,0.0,1.2101790797214382,1.0,76.58642934133101,1.5744545719404783,0.5703355827625817,0,0.0,1.0,1.2101790797214382
2024-04-22,57.536956787109375,59.6594135543559,56.52187152295077,58.18292173713111,31433740,-0.028816204090815423,51.014564743041994,50.98042011260986,0.029035754432969477,7.982273101806641,Sideways,-0.034144630432130896,-0.0,1.1753063123737502,1.0,69.16487491048596,1.829053682806844,0.8220792027714341,0,0.0,1.0,1.1753063123737502
2024-04-23,54.95309829711914,56.93713266662842,54.49169528283565,56.7525707568699,27831900,-0.04490780594376387,51.087466354370115,51.33108615875244,0.031310206565777585,5.998237609863281,Sideways,0.24361980438232678,-0.0,1.1225258845731891,1.0,62.475818864364165,1.8015622384686552,1.0179758099108782,0,0.0,1.0,1.1225258845731891
2024-04-24,54.49169921875,55.36836571325505,53.19977279757625,53.84573424805018,29645000,-0.008396234109939726,51.138220672607424,51.637919425964355,0.03148932108321701,4.198768615722656,Sideways,0.49969875335693104,-0.0,1.1131008944518455,1.0,57.232706364685924,1.722685969690275,1.1589178418667576,0,0.0,1.0,1.1131008944518455
2024-04-25,55.36836242675781,57.76765672382705,54.99923860248916,57.352396821806906,33496560,0.01608801378148539,51.15667678833008,52.00704174041748,0.03155540783381132,7.3824462890625,Bull,0.8503649520873964,0.0,1.1310084769819704,1.0160880137814854,63.75546442736087,1.7111898216315922,1.2693722378197245,1,0.0,1.0,1.1310084769819704
