Date,Close,High,Low,Open,Volume,Return,MA50,MA20,Volatility,Momentum,Future_5D_Return,Future_10D_Return,Future_5D_Label,Future_10D_Label,Regime,MA_Diff,Strategy_Return,Market_Cumulative,Strategy_Cumulative,RSI,MACD,MACD_Signal,Signal,Position,Cumulative_Strategy,Cumulative_Market
2024-03-27,5248.490234375,5249.259765625,5213.919921875,5226.31005859375,3850500000,0.008630626525532925,5036.4709765625,5162.668481445313,0.006154688456565035,83.18017578125,-0.01929702998667404,-0.00941797994735838,Down,Flat,Bull,126.19750488281261,0.0,1.0141480955713267,1.0141480955713267,,16.73658598646398,8.801637781175128,0,0.0,1.0,1.0141480955713267
2024-03-28,5254.35009765625,5264.85009765625,5245.81982421875,5248.02978515625,3998270000,0.0011164855071790214,5046.773779296875,5170.572485351562,0.006111098293234166,103.8701171875,-0.00951787623145961,-0.02492029251432193,Flat,Down,Bull,123.7987060546875,0.0,1.0152803772221652,1.0152803772221652,,19.606631654950434,10.962636555930189,0,0.0,1.0,1.0152803772221652
2024-04-01,5243.77001953125,5263.9501953125,5229.2001953125,5257.97021484375,3325930000,-0.0020135845401164643,5056.030380859375,5175.906982421875,0.0061076608202975165,126.68017578125,-0.007891246690524989,-0.03469835531207466,Flat,Down,Bull,119.87660156249967,-0.0,1.013236024350707,1.013236024350707,,20.787810699718648,12.927671384687882,0,0.0,1.0,1.013236024350707
2024-04-02,5205.81005859375,5208.33984375,5184.0498046875,5204.2900390625,3886590000,-0.0072390590731691296,5063.350380859375,5179.649975585938,0.006185785402686222,56.39013671875,0.0007876003177413882,-0.029659150181414407,Flat,Down,Bull,116.29959472656265,-0.0,1.0059011489153693,1.0059011489153693,56.53394589076059,18.448192717560232,14.031775651262352,1,0.0,1.0,1.0059011489153693
2024-04-03,5211.490234375,5228.75,5194.3701171875,5194.3701171875,3703250000,0.001091122364688113,5070.57158203125,5186.2919921875,0.0061717966123011015,32.98046875,-0.009757304603747019,-0.03631979816233888,Flat,Down,Bull,115.72041015625018,0.001091122364688113,1.0069987101556164,1.0069987101556164,57.31624865204402,16.85804230705162,14.597028982420206,1,1.0,1.0010911223646881,1.0069987101556164
2024-04-04,5147.2099609375,5256.58984375,5146.06005859375,5244.0498046875,4075680000,-0.012334336350379616,5076.223779296875,5188.414501953125,0.006376106207449702,-77.41015625,0.010073437464129809,-0.026439536133710195,Up,Down,Bull,112.19072265624982,-0.012334336350379616,0.9945780493601586,0.9945780493601586,49.552113832774005,10.292312425659475,13.73608567106806,0,1.0,0.988743327744063,0.9945780493601586
2024-04-05,5204.33984375,5222.18017578125,5157.2099609375,5158.9501953125,3386780000,0.011099194174331695,5082.939580078125,5190.763500976563,0.006709409071469805,-37.18994140625,-0.01555042328705536,-0.045560026900626105,Down,Down,Bull,107.82392089843779,0.0,1.005617064251535,1.005617064251535,61.2207092818515,9.58830032213973,12.906528601282396,0,0.0,0.988743327744063,1.005617064251535
2024-04-08,5202.39013671875,5219.56982421875,5197.35009765625,5211.3701171875,3278180000,-0.00037463099831791524,5089.1041796875,5194.698510742188,0.0063599259871963045,-31.7900390625,-0.027020332732804353,-0.036865754782371196,Down,Down,Bull,105.59433105468815,-0.0,1.0052403289268288,1.0052403289268288,57.38961858143409,8.771923323189185,12.079607545663755,0,0.0,0.988743327744063,1.0052403289268288
2024-04-09,5209.91015625,5224.81005859375,5160.77978515625,5217.02978515625,3400680000,0.0014454931932483817,5095.482978515625,5199.297021484375,0.006158339655177044,-8.27978515625,-0.03042278950047872,-0.026749089213240707,Down,Down,Bull,103.81404296875007,0.0,1.0066933969798713,1.0066933969798713,54.661026776913175,8.632234374104883,11.39013291135198,0,0.0,0.988743327744063,1.0066933969798713
2024-04-10,5160.64013671875,5178.43017578125,5138.7001953125,5167.8798828125,3845930000,-0.009456980649108493,5100.137177734375,5198.56552734375,0.006545695294979402,-42.93994140625,-0.02682422569950149,-0.01724790947404531,Down,Down,Bull,98.42834960937489,-0.0,0.9971731170050473,0.9971731170050473,40.5911658306035,4.494046495558905,10.010915628193365,0,0.0,0.988743327744063,0.9971731170050473
2024-04-11,5199.06005859375,5211.77978515625,5138.77001953125,5172.9501953125,3509380000,0.007444797710585593,5105.618974609375,5200.25302734375,0.006282205359535175,-49.43017578125,-0.03614883061325591,-0.028974494431883047,Down,Down,Bull,94.63405273437456,0.0,1.004596869143584,1.004596869143584,44.12606095314247,4.265499372816521,8.861832377117995,0,0.0,0.988743327744063,1.004596869143584
2024-04-12,5123.41015625,5175.02978515625,5107.93994140625,5171.509765625,3963220000,-0.01455068829580164,5111.1741796875,5198.8995361328125,0.00705598915299963,-130.93994140625,-0.030483637073390857,-0.004577067733664286,Down,Flat,Bull,87.72535644531217,-0.0,0.9899792932377375,0.9899792932377375,37.114073145046135,-1.9969214872135126,6.690081604251693,0,0.0,0.988743327744063,0.9899792932377375
2024-04-15,5061.81982421875,5168.43017578125,5052.47021484375,5149.669921875,3950210000,-0.01202135494776202,5114.28677734375,5196.13603515625,0.00748785863243724,-181.9501953125,-0.010118836375296203,0.010737264372036037,Down,Up,Bull,81.84925781249967,-0.0,0.9780784007627921,0.9780784007627921,33.5541884063925,-11.793808516940771,2.993303580013201,0,0.0,0.988743327744063,0.9780784007627921
2024-04-16,5051.41015625,5079.83984375,5039.830078125,5064.58984375,4006200000,-0.0020565070133361507,5116.142783203125,5191.235546875,0.007381424745539215,-154.39990234375,0.003788971365514371,-0.0031120448265915535,Flat,Flat,Bull,75.09276367187522,-0.0,0.9760669756720308,0.9760669756720308,33.85327831650153,-20.165430745521917,-1.6384432850938229,0,0.0,0.988743327744063,0.9760669756720308
2024-04-17,5022.2099609375,5077.9599609375,5007.25,5068.97021484375,3596130000,-0.005780602724641426,5117.73078125,5183.420556640625,0.007286920344596727,-189.2802734375,0.009840273954969225,-0.0007605863252353462,Flat,Flat,Bull,65.68977539062507,-0.0,0.9704247202530286,0.9704247202530286,25.161331126509324,-28.823948861270765,-7.075544400329212,0,0.0,0.988743327744063,0.9704247202530286
2024-04-18,5011.1201171875,5056.66015625,5001.89013671875,5031.52001953125,3619760000,-0.002208160119998248,5118.868583984375,5172.745556640625,0.007119333732252184,-136.08984375,0.007443406626707283,0.010592457750701723,Flat,Up,Bull,53.87697265625047,-0.0,0.9682818670863054,0.9682818670863054,23.603847070980052,-36.163869976330716,-12.893209515529513,0,0.0,0.988743327744063,0.9682818670863054
2024-04-19,4967.22998046875,5019.02001953125,4953.56005859375,5005.43994140625,3878750000,-0.00875854812743615,5118.311982421875,5159.03056640625,0.0068625626731929085,-237.10986328125,0.026721126460954592,0.032323862439443296,Up,Up,Sideways,40.71858398437507,-0.0,0.9598011237525063,0.9682818670863054,22.012385920454165,-45.00360403576451,-19.31528841957651,0,0.0,0.988743327744063,0.9598011237525063
2024-04-22,5010.60009765625,5038.83984375,4969.39990234375,4987.330078125,3820250000,0.008731248071466746,5118.56578125,5147.8515625,0.007184621506971162,-191.7900390625,0.02106929752149478,0.033956039876009037,Up,Up,Sideways,29.285781249999673,0.0,0.9681813854632619,0.9682818670863054,30.457514806320233,-47.956735571237914,-25.043577849908793,0,0.0,0.988743327744063,0.9681813854632619
2024-04-23,5070.5498046875,5076.1201171875,5027.9599609375,5028.85009765625,3751400000,0.011964576270872662,5119.444580078125,5140.469555664063,0.007815665522597983,-139.3603515625,-0.00687496713847946,0.02310408045232082,Flat,Up,Sideways,21.024975585937682,0.0,0.9797652654936763,0.9682818670863054,37.2733060674522,-44.941614298005334,-29.023185139528103,0,0.0,0.988743327744063,0.9797652654936763
2024-04-24,5071.6298828125,5089.47998046875,5047.02001953125,5084.85986328125,3656740000,0.0002130100613548791,5120.440380859375,5133.872045898437,0.007815318227291214,-89.01025390625,-0.010497561400167776,0.022880226227815603,Down,Up,Sideways,13.431665039061954,0.0,0.9799739653529924,0.9682818670863054,42.29591552324146,-41.98102456914239,-31.61475302545096,0,0.0,0.988743327744063,0.9799739653529924
2024-04-25,5048.419921875,5057.75,4990.580078125,5019.8798828125,3958050000,-0.004576430353515626,5122.345380859375,5123.8685302734375,0.007841635416146218,-150.64013671875,0.0031257846379069143,0.032814258483568004,Flat,Up,Sideways,1.5231494140625728,-0.0,0.9754891827522959,0.9682818670863054,32.925968542940126,-41.034564832777505,-33.49871538691627,0,0.0,0.988743327744063,0.9754891827522959
2024-04-26,5099.9599609375,5114.6201171875,5073.14013671875,5084.64990234375,3604140000,0.01020914263474304,5124.332177734375,5116.1490234375,0.007949528976850107,-23.4501953125,0.005456920904901352,0.02406297613779529,Flat,Up,Sideways,-8.183154296875728,0.0,0.9854480909576631,0.9682818670863054,39.88223911594451,-35.71395007328647,-33.94176232419031,0,0.0,0.988743327744063,0.9854480909576631
2024-04-29,5116.169921875,5123.490234375,5088.64990234375,5114.1298828125,3447450000,0.0031784486665891176,5126.0609765625,5109.769018554687,0.007993945466621766,54.35009765625,0.012620830325419607,0.02057202978149464,Up,Up,Sideways,-16.291958007813264,0.0,0.9885802871283602,0.9682818670863054,40.896883185360664,-29.845278376980787,-33.12246553474841,0,0.0,0.988743327744063,0.9885802871283602
2024-04-30,5035.68994140625,5110.830078125,5035.31005859375,5103.77978515625,4082470000,-0.01573051358686217,5126.66337890625,5101.263012695313,0.008598082348628706,-15.72021484375,0.03018657933172908,0.041898972500296505,Up,Up,Sideways,-25.400366210937136,-0.0,0.9730294114899835,0.9682818670863054,38.55955693531426,-31.327254511263163,-32.76342333005136,0,0.0,0.988743327744063,0.9730294114899835
2024-05-01,5018.39013671875,5096.1201171875,5013.4501953125,5029.02978515625,4544170000,-0.0034354388154940185,5127.520986328125,5091.6080078125,0.008519492200233618,-3.81982421875,0.033731890216676774,0.057739585351261224,Up,Up,Sideways,-35.91297851562558,-0.0,0.9696866284811335,0.9682818670863054,32.79234851712059,-33.511382574318304,-32.91301517890475,0,0.0,0.988743327744063,0.9696866284811335
2024-05-02,5064.2001953125,5073.2099609375,5011.0498046875,5049.31982421875,4381660000,0.009128437077573048,5129.168994140625,5087.45751953125,0.008826613417319093,53.080078125,0.029595963238426393,0.04598947382833041,Up,Up,Sideways,-41.71147460937482,0.0,0.9785383518541875,0.9682818670863054,44.02076475356648,-31.186334273515058,-32.56767899782682,0,0.0,0.988743327744063,0.9785383518541875
2024-05-03,5127.7900390625,5139.1201171875,5101.22021484375,5122.77978515625,3924990000,0.012556739721478527,5129.98419921875,5083.630029296875,0.008945061427026871,160.56005859375,0.018505074504980845,0.03422136615032545,Up,Up,Sideways,-46.35416992187493,0.0,0.9908256032459051,0.9682818670863054,56.63511507964181,-23.936621325323358,-30.84146746332613,0,0.0,0.988743327744063,0.9908256032459051
2024-05-06,5180.740234375,5181.0,5142.419921875,5142.419921875,3683250000,0.01032612390701182,5131.8230078125,5082.547534179687,0.008897953217883194,170.14013671875,0.007852099441327809,0.02458908238483959,Flat,Up,Sideways,-49.275473632812464,0.0,1.001056991195262,0.9682818670863054,61.98233150326986,-13.759917579443936,-27.425157486549693,0,0.0,0.988743327744063,1.001056991195262
2024-05-07,5187.7001953125,5200.22998046875,5178.9599609375,5187.2001953125,3987890000,0.0013434298232750663,5134.186416015625,5081.437036132813,0.008903957602912375,117.150390625,0.01136919603065012,0.025774419473646004,Up,Up,Bear,-52.74937988281181,0.0,1.0024018410120317,0.9682818670863054,65.99156739291269,-5.074697902279695,-22.955065569695694,0,0.0,0.988743327744063,1.0024018410120317
2024-05-08,5187.669921875,5191.9501953125,5165.85986328125,5168.97998046875,3842100000,-5.835618166138978e-06,5136.3762109375,5082.788525390625,0.00889701744510091,116.0400390625,0.023224295740312817,0.02300451754780619,Up,Up,Bear,-53.587685546875036,-0.0,1.0023959913776386,0.9682818670863054,67.43288147295299,1.785377729001084,-18.00697690995634,0,0.0,0.988743327744063,1.0023959913776386
2024-05-09,5214.080078125,5215.2998046875,5180.41015625,5189.02978515625,3727370000,0.005090947698625836,5139.2626171875,5083.539526367187,0.008701643887539823,165.66015625,0.015922275509260064,0.01031049865354805,Up,Up,Bear,-55.72309082031279,0.0,1.0074991369430544,0.9682818670863054,75.24596827755789,9.246527765143583,-12.556275974936355,0,0.0,0.988743327744063,1.0074991369430544
2024-05-10,5222.68017578125,5239.66015625,5209.68017578125,5225.490234375,3617900000,0.001649398844549843,5141.7908203125,5088.50302734375,0.008562050895454809,122.72021484375,0.015430744567456633,0.01570841719217997,Up,Up,Bear,-53.28779296875018,0.0,1.0091609048554133,0.9682818670863054,73.35065879028599,15.672832275838118,-6.91045432478146,0,0.0,0.988743327744063,1.0091609048554133
2024-05-13,5221.419921875,5237.259765625,5211.16015625,5233.080078125,4255710000,-0.00024130405535727206,5143.4776171875,5096.4830322265625,0.007866324327198557,105.25,0.016606586375907284,0.016206342039832178,Up,Up,Sideways,-46.99458496093757,-0.0,1.0089173902365638,0.9682818670863054,69.07668409393438,20.428545386842416,-1.442654382456685,0,0.0,0.988743327744063,1.0089173902365638
2024-05-14,5246.68017578125,5250.3701171875,5217.97998046875,5221.10009765625,4763580000,0.004837813139759728,5145.792216796875,5106.246533203125,0.007319510180646456,210.990234375,0.014243288701625945,0.0038633991118453004,Up,Flat,Sideways,-39.545683593750255,0.0,1.0137983440439824,0.9682818670863054,70.85864762620685,25.936790496111826,4.033234593257017,0,0.0,0.988743327744063,1.0137983440439824
2024-05-15,5308.14990234375,5311.759765625,5263.259765625,5263.259765625,4360810000,0.011715927882596233,5150.382216796875,5120.543530273438,0.007575336041854504,289.759765625,-0.00021478984951928126,-0.0136902542716274,Flat,Down,Sideways,-29.83868652343699,0.0,1.025675932330297,0.9682818670863054,78.36281444654529,34.86035911951603,10.198659498508821,0,0.0,0.988743327744063,1.025675932330297
2024-05-16,5297.10009765625,5325.490234375,5296.18994140625,5310.06982421875,3817470000,-0.0020816677921287052,5154.2290234375,5134.842529296875,0.0074171873772574375,232.89990234375,-0.005523824992319182,-0.0036983125993631516,Flat,Flat,Sideways,-19.386494140624563,-0.0,1.0235408157768036,0.9682818670863054,73.61636415748805,40.5730240873454,16.27353241627614,0,0.0,0.988743327744063,1.0235408157768036
2024-05-17,5303.27001953125,5305.4501953125,5283.58984375,5303.10009765625,3578120000,0.0011647735102702228,5157.1472265625,5151.64453125,0.007344779094993962,175.47998046875,0.00027345304070114373,-0.0037467670162599775,Flat,Flat,Sideways,-5.502695312499782,0.0,1.0247330090057007,0.9682818670863054,72.96606583532419,45.07857560388038,22.034541053796993,0,0.0,0.988743327744063,1.0247330090057007
2024-05-20,5308.1298828125,5325.31982421875,5302.39990234375,5305.35009765625,3420100000,0.0009163899374069473,5160.836025390625,5166.521020507813,0.006876796139608709,127.3896484375,-0.0003937062197303387,-0.0031630799232824636,Flat,Flat,Sideways,5.684995117188009,0.0,1.0256720640236823,0.9682818670863054,91.06471797845923,48.482531548342195,27.324139152706035,0,0.0,0.988743327744063,1.0256720640236823
2024-05-21,5321.41015625,5324.31982421875,5297.8701171875,5298.68994140625,3662240000,0.002501874243978186,5164.9054296875,5179.064038085938,0.006759090516240897,133.7099609375,-0.010234122035028048,0.006129884363064608,Down,Flat,Sideways,14.158608398437536,0.0,1.028238166543431,0.9682818670863054,96.23426722949768,51.6563361488661,32.190578551938046,0,0.0,0.988743327744063,1.028238166543431
2024-05-22,5307.009765625,5323.18017578125,5286.009765625,5319.27978515625,3847130000,-0.002706123039226127,5167.540224609375,5190.833032226563,0.006528689804426781,119.33984375,-0.013478359436903342,0.008658396600310203,Down,Flat,Sideways,23.292807617187464,-0.0,1.0254556275511362,0.9682818670863054,90.97484525481045,52.4055098897461,36.23356481949966,0,0.0,0.988743327744063,1.0254556275511362
2024-05-23,5267.83984375,5341.8798828125,5256.93017578125,5340.259765625,3869520000,-0.0073807894850155265,5169.5908203125,5201.804028320313,0.0068464167877139576,53.759765625,0.0018356522145359655,0.015025208239560994,Flat,Up,Sideways,32.21320800781268,-0.0,1.0178869554379568,0.9682818670863054,75.75665598643658,49.27058945294539,38.84096974618881,0,0.0,0.988743327744063,1.0178869554379568
2024-05-24,5304.72021484375,5311.64990234375,5278.39013671875,5281.4501953125,3005510000,0.0070010425881694704,5172.675625,5212.042041015625,0.00677033408049879,82.0400390625,-0.004019121016098248,0.010569798584636914,Flat,Up,Sideways,39.366416015624964,0.0,1.02501322536292,0.9682818670863054,74.23365229889994,49.19499091360922,40.911773979672894,0,0.0,0.988743327744063,1.02501322536292
2024-05-28,5306.0400390625,5315.91015625,5280.89013671875,5315.91015625,3751540000,0.0002488018529340774,5176.45462890625,5221.535546875,0.0065395970353925754,84.6201171875,-0.0027704644526386213,0.013056777680948484,Flat,Up,Sideways,45.08091796875033,0.0,1.0252682505526722,0.9682818670863054,73.65272383034372,48.6804197345582,42.46550313064996,0,0.0,0.988743327744063,1.0252682505526722
2024-05-29,5266.9501953125,5282.27001953125,5262.7001953125,5278.72998046875,3552750000,-0.007367046509680453,5178.805234375,5233.098559570312,0.006835400367956634,20.27001953125,0.016533209279489647,0.02925404344641014,Up,Up,Bull,54.29332519531272,-0.0,1.0177150516659519,0.9611484895370004,63.70584342353172,44.60422492493581,42.89324748950713,1,0.0,0.988743327744063,1.0177150516659519
2024-05-30,5235.47998046875,5260.2099609375,5222.10009765625,5259.77001953125,3818750000,-0.005975035585443322,5179.944638671875,5243.953051757812,0.005876798414295841,-72.669921875,0.02243919963537544,0.037868591732920454,Up,Up,Bull,64.00841308593772,-0.005975035585443322,1.0116341680164065,0.9554055931091217,53.63596692810696,38.391870258353265,41.99297204327636,0,1.0,0.9828355511759226,1.0116341680164065
2024-05-31,5277.509765625,5280.330078125,5191.68017578125,5243.2099609375,5437160000,0.00802787620486467,5181.002431640625,5254.6185302734375,0.0058916436296013045,-19.59033203125,0.013165388949644363,0.029197545599046748,Up,Up,Bull,73.61609863281228,0.0,1.0197554418818535,0.963075470936037,58.365554100344035,36.43993000203136,40.88236363502736,0,0.0,0.9828355511759226,1.0197554418818535
2024-06-03,5283.39990234375,5302.10986328125,5234.31982421875,5297.14990234375,4046920000,0.0011160825806737495,5181.839833984375,5262.3990234375,0.005691297149095584,-19.8701171875,0.014647790844758646,0.03592953053596992,Up,Up,Bull,80.55918945312442,0.0,1.0208935731670852,0.9641503426930228,59.3247756132894,34.9652306790349,39.69893704382888,0,0.0,0.9828355511759226,1.0208935731670852
2024-06-04,5291.33984375,5298.7998046875,5257.6298828125,5278.240234375,3707900000,0.0015028090913065117,5182.98302734375,5267.92900390625,0.005155480560461861,-16.7900390625,0.01587121276437098,0.036983060469532036,Up,Up,Bull,84.94597656249971,0.0,1.022427781310097,0.9655992765934082,57.08838568977356,34.044760943521396,38.568101823767385,0,0.0,0.9828355511759226,1.022427781310097
2024-06-05,5354.02978515625,5354.16015625,5297.64013671875,5314.47998046875,3591460000,0.011847649793331305,5185.69982421875,5276.2454833984375,0.005294411536857462,32.61962890625,0.012513938601117491,0.022252423221301276,Up,Up,Bull,90.54565917968739,0.0,1.0345411476020319,0.9770393586631809,57.25396041132693,37.936527719403784,38.44178700289467,0,0.0,0.9828355511759226,1.0345411476020319
2024-06-06,5352.9599609375,5362.35009765625,5335.35986328125,5357.7998046875,3609990000,-0.00019981663563317653,5188.687421875,5284.509985351562,0.005308569547561702,45.9501953125,0.015090767356188639,0.020859516429195146,Up,Up,Bull,95.82256347656221,-0.0,1.0343344290704939,0.9768441299456516,59.11967233239958,40.46796553810782,38.8470227099373,1,0.0,0.9828355511759226,1.0343344290704939
2024-06-07,5346.990234375,5375.080078125,5331.330078125,5343.81005859375,3692760000,-0.0011152197300303701,5190.657421875,5291.155493164062,0.0053298627697837666,79.150390625,0.015823829775731824,0.018866666739721705,Up,Up,Bull,100.49807128906195,-0.0011152197300303701,1.0331809189077448,0.9757547340987719,57.142424111893384,41.513894866430746,39.38039714123599,1,1.0,0.9817394735778759,1.0331809189077448
2024-06-10,5360.7900390625,5365.7900390625,5331.52001953125,5341.22021484375,3622280000,0.0025808546645145203,5192.786220703125,5298.060986328125,0.005272077398049274,56.06982421875,0.020974509463518087,0.020241375773779824,Up,Up,Bull,105.27476562500033,0.0025808546645145203,1.0358474087015952,0.9782730152556929,58.358754960317455,42.96110146777755,40.09653800654431,1,1.0,0.9842732004775975,1.0358474087015952
2024-06-11,5375.31982421875,5375.9501953125,5327.25,5353.0,3568030000,0.0027103813151374556,5195.417216796875,5305.7559814453125,0.005280313845264193,69.27978515625,0.020782011971489656,0.019083530186021713,Up,Up,Bull,110.33876464843706,0.0027103813151374556,1.0386549501634736,0.9809245081573451,58.52328082275325,44.76443877226302,41.03011815968805,1,1.0,0.9869409561691626,1.0386549501634736
2024-06-12,5421.02978515625,5447.25,5409.1298828125,5409.1298828125,3962840000,0.008503672791998707,5199.721611328125,5314.473461914063,0.005486375805923596,154.07958984375,0.009618124006903539,0.011407487964847585,Flat,Up,Bull,114.75185058593797,0.008503672791998707,1.0474873320034535,0.9892659692083674,66.40296936924787,49.313552475666256,42.68680502288369,1,1.0,0.9953335791254474,1.0474873320034535
2024-06-13,5433.740234375,5441.93017578125,5402.509765625,5441.93017578125,3530380000,0.0023446558536817097,5204.166611328125,5320.752978515625,0.005444220195201279,198.26025390625,0.005682988416918944,0.004921057124628092,Flat,Flat,Bull,116.58636718749949,0.0023446558536817097,1.0499433293080929,0.9915854574539199,75.83316606144656,53.32963406158706,44.81537083062436,0,1.0,0.9976672938281098,1.0499433293080929
2024-06-14,5431.60009765625,5432.39013671875,5403.75,5424.080078125,3438650000,-0.000393860697500914,5209.8544140625,5327.477978515625,0.004947107457377426,154.09033203125,0.002995437668224188,0.008006801920582562,Flat,Flat,Bull,117.62356445312525,-0.0,1.0495297978960751,0.9911949109140153,72.15396000436515,55.69766845405684,46.99183035531086,0,0.0,0.9976672938281098,1.0495297978960751
2024-06-17,5473.22998046875,5488.5,5420.39990234375,5431.10986328125,3447840000,0.007664386564552705,5215.232216796875,5335.9759765625,0.005088151700100043,189.830078125,-0.0007180724718812703,0.006537234006963155,Flat,Flat,Bull,120.74375976562533,0.0,1.0575737999781676,0.9987918118720778,75.590080401304,60.239137123181536,49.641291708885,0,0.0,0.9976672938281098,1.0575737999781676
2024-06-18,5487.02978515625,5490.3798828125,5471.31982421875,5476.14990234375,3544330000,0.0025213273947457537,5220.925009765625,5344.920971679688,0.005091345212448093,195.68994140625,-0.0016639025429019405,0.00911061837321081,Flat,Flat,Bull,123.99596191406272,0.0,1.060240289772018,1.0013100930289986,86.51204990076552,64.21162107408418,52.55535758192484,0,0.0,0.9976672938281098,1.060240289772018
2024-06-20,5473.169921875,5505.52978515625,5455.56005859375,5499.990234375,3847060000,-0.0025259318472709014,5226.190205078125,5352.508959960937,0.005170461770126307,119.14013671875,0.0017723175876067643,0.017178348356310602,Flat,Up,Bull,126.31875488281275,-0.0,1.0575621950583232,0.998780851976023,91.88087941509983,65.48657956504394,55.141601978548664,0,0.0,0.9976672938281098,1.0575621950583232
2024-06-21,5464.6201171875,5478.31005859375,5452.02978515625,5466.77001953125,6773800000,-0.001562130321101196,5232.2698046875,5360.389477539063,0.005205913057806551,111.66015625,-0.00075762571413307,0.019805581750933055,Flat,Up,Bull,128.11967285156243,-0.0,1.0559101450869721,0.9972206261230159,87.37885101601273,65.05715715907172,57.12471301465328,0,0.0,0.9976672938281098,1.0559101450869721
2024-06-24,5447.8701171875,5490.66015625,5447.58984375,5459.580078125,3696750000,-0.003065171894990004,5237.246005859375,5369.3909912109375,0.005220223046999276,100.8798828125,0.00499639785402084,0.023699144895896307,Flat,Up,Bull,132.14498535156235,-0.0,1.0526735989866167,0.9941639734867193,81.48973604844878,62.64314066255065,58.22839854423275,0,0.0,0.9976672938281098,1.0526735989866167
